,OBJECTID,ARREST_DATE,TOP_CHARGE_DESC,HOME_PSA,CRIME_PSA,District
16144,16145,2016-02-05T00:00:00.000Z,Robbery,708,106,1
16145,16146,2016-02-05T00:00:00.000Z,Poss W/i To Dist A Controlled Substance,Unk,603,6
16146,16147,2016-02-06T00:00:00.000Z,Absconder (Custody Order),Out of State,District,0
16147,16148,2016-02-06T00:00:00.000Z,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,103,103,1
16148,16149,2016-02-06T00:00:00.000Z,Absconder (Custody Order),304,104,1
16149,16150,2016-02-06T00:00:00.000Z,Absconder (Custody Order),403,Court,0
16150,16151,2016-02-06T00:00:00.000Z,Assault With Intent To Commit Any Other Offense,503,409,4
16151,16152,2016-02-06T00:00:00.000Z,Unauthorized Use Of A Vehicle,604,608,6
16152,16153,2016-02-06T00:00:00.000Z,Simple Assault,605,706,7
16153,16154,2016-02-06T00:00:00.000Z,Simple Assault,704,704,7
16154,16155,2016-02-06T00:00:00.000Z,Simple Assault,705,704,7
16155,16156,2016-02-07T00:00:00.000Z,Simple Assault,202,202,2
16157,16158,2016-02-07T00:00:00.000Z,Absconder (Custody Order),601,Court,0
16158,16159,2016-02-07T00:00:00.000Z,Simple Assault,701,701,7
16159,16160,2016-02-08T00:00:00.000Z,Simple Assault,401,401,4
16160,16161,2016-02-08T00:00:00.000Z,Carjacking,402,107,1
16161,16162,2016-02-08T00:00:00.000Z,Unauthorized Use Of A Vehicle,602,602,6
16162,16163,2016-02-08T00:00:00.000Z,Unauthorized Use Of A Vehicle,604,602,6
16163,16164,2016-02-08T00:00:00.000Z,Simple Assault,607,308,3
16164,16165,2016-02-08T00:00:00.000Z,Carjacking,608,107,1
16165,16166,2016-02-08T00:00:00.000Z,Simple Assault,703,308,3
16166,16167,2016-02-08T00:00:00.000Z,Absconder (Custody Order),704,606,6
16167,16168,2016-02-08T00:00:00.000Z,Unauthorized Use Of A Vehicle,705,602,6
16168,16169,2016-02-08T00:00:00.000Z,Robbery,706,706,7
16169,16170,2016-02-08T00:00:00.000Z,Simple Assault,707,707,7
16170,16171,2016-02-08T00:00:00.000Z,Unauthorized Use Of A Vehicle,708,602,6
16171,16172,2016-02-09T00:00:00.000Z,Affray,108,104,1
16172,16173,2016-02-09T00:00:00.000Z,Threats To Do Bodily Harm -misd,207,507,5
16173,16174,2016-02-09T00:00:00.000Z,Simple Assault,207,507,5
16174,16175,2016-02-09T00:00:00.000Z,Robbery,407,405,4
16175,16176,2016-02-09T00:00:00.000Z,Absconder (Custody Order),409,Court,0
16176,16177,2016-02-09T00:00:00.000Z,Assault With A Dangerous Weapon,501,404,4
16177,16178,2016-02-09T00:00:00.000Z,Simple Assault,505,505,5
16178,16179,2016-02-09T00:00:00.000Z,Failure To Appear (OAG),601,608,6
16179,16180,2016-02-09T00:00:00.000Z,Affray,606,104,1
16180,16181,2016-02-10T00:00:00.000Z,Absconder (Custody Order),Out of State,District,0
16181,16182,2016-02-10T00:00:00.000Z,Robbery,105,703,7
16182,16183,2016-02-10T00:00:00.000Z,Custody Order (Pre-Petition),306,Court,0
16183,16184,2016-02-10T00:00:00.000Z,Theft Second Degree (theft From Motor Vehicle),405,305,3
16184,16185,2016-02-10T00:00:00.000Z,Assault On A Police Officer (simple Assault),602,608,6
16185,16186,2016-02-10T00:00:00.000Z,Robbery,602,102,1
16186,16187,2016-02-10T00:00:00.000Z,Robbery,603,106,1
16187,16188,2016-02-10T00:00:00.000Z,Custody Order (Pre-Petition),604,District,0
16188,16189,2016-02-10T00:00:00.000Z,Threats To Do Bodily Harm -misd,608,603,6
16189,16190,2016-02-10T00:00:00.000Z,Failure To Appear (OAG),708,Court,0
16190,16191,2016-02-11T00:00:00.000Z,Unlawful Entry,402,302,3
16191,16192,2016-02-11T00:00:00.000Z,Absconder (Custody Order),405,501,5
16192,16193,2016-02-11T00:00:00.000Z,Failure To Appear (OAG),406,Court,0
16193,16194,2016-02-11T00:00:00.000Z,Unlawful Entry,409,302,3
16194,16195,2016-02-11T00:00:00.000Z,Possession Of Bb Gun,604,608,6
16195,16196,2016-02-11T00:00:00.000Z,Absconder (Custody Order),606,606,6
16196,16197,2016-02-11T00:00:00.000Z,Robbery,703,703,7
16197,16198,2016-02-11T00:00:00.000Z,Consumption of marijuana in public space prohibited; impairment prohibited,706,703,7
16198,16199,2016-02-11T00:00:00.000Z,Unlawful Entry,Unk,302,3
16199,16200,2016-02-12T00:00:00.000Z,Escape From Dyrs,106,Court,0
16200,16201,2016-02-12T00:00:00.000Z,Receiving Stolen Property,108,507,5
16201,16202,2016-02-12T00:00:00.000Z,Second Degree Child Sexual Abuse (rape),403,Unk,0
16202,16203,2016-02-12T00:00:00.000Z,Absconder (Custody Order),406,Court,0
16203,16204,2016-02-12T00:00:00.000Z,Simple Assault,506,104,1
16204,16205,2016-02-12T00:00:00.000Z,Unlawful Entry,702,507,5
16205,16206,2016-02-12T00:00:00.000Z,Simple Assault,704,104,1
16206,16207,2016-02-13T00:00:00.000Z,Unauthorized Use Of A Vehicle,103,604,6
16207,16208,2016-02-13T00:00:00.000Z,Absconder (Custody Order),Out of State,Court,0
16208,16209,2016-02-13T00:00:00.000Z,Simple Assault,106,106,1
16209,16210,2016-02-13T00:00:00.000Z,Unauthorized Use Of A Vehicle,602,602,6
16210,16211,2016-02-13T00:00:00.000Z,Poss Prohibited Weapon -other,602,305,3
16211,16212,2016-02-13T00:00:00.000Z,Unlawful Entry,603,507,5
16212,16213,2016-02-13T00:00:00.000Z,Simple Assault,703,703,7
16213,16214,2016-02-13T00:00:00.000Z,Unauthorized Use Of A Vehicle,706,602,6
16214,16215,2016-02-13T00:00:00.000Z,Theft Second Degree (theft From Building),708,305,3
16215,16216,2016-02-13T00:00:00.000Z,Unlawful Entry,603,507,5
16216,16217,2016-02-14T00:00:00.000Z,Theft Second Degree (all Other Larceny),103,507,5
16217,16218,2016-02-14T00:00:00.000Z,Threats To Do Bodily Harm -misd,402,402,4
16218,16219,2016-02-14T00:00:00.000Z,Simple Assault,703,704,7
16219,16220,2016-02-15T00:00:00.000Z,Simple Assault,405,405,4
16220,16221,2016-02-15T00:00:00.000Z,Absconder (Custody Order),603,603,6
16221,16222,2016-02-15T00:00:00.000Z,Theft Second Degree (theft From Building),Unk,302,3
16222,16223,2016-02-16T00:00:00.000Z,Simple Assault,102,103,1
16223,16224,2016-02-16T00:00:00.000Z,Simple Assault,104,104,1
16224,16225,2016-02-16T00:00:00.000Z,Assault With A Dangerous Weapon,604,602,6
16225,16226,2016-02-16T00:00:00.000Z,Failure To Appear (OAG),701,Court,0
16226,16227,2016-02-16T00:00:00.000Z,Absconder (Custody Order),703,Court,0
16227,16228,2016-02-16T00:00:00.000Z,Simple Assault,708,607,6
16228,16229,2016-02-16T00:00:00.000Z,Simple Assault,Unk,607,6
16229,16230,2016-02-17T00:00:00.000Z,Assault With A Dangerous Weapon,208,607,6
16230,16231,2016-02-17T00:00:00.000Z,Metro - Fail To Pay Fare,302,302,3
16231,16232,2016-02-17T00:00:00.000Z,Voyeurism (in Person),304,304,3
16232,16233,2016-02-17T00:00:00.000Z,Simple Assault,308,405,4
16233,16234,2016-02-17T00:00:00.000Z,Voyeurism (in Person),403,304,3
16234,16235,2016-02-17T00:00:00.000Z,Robbery,502,502,5
16235,16236,2016-02-17T00:00:00.000Z,Possession Of Bb Gun,507,507,5
16236,16237,2016-02-17T00:00:00.000Z,Simple Assault,603,608,6
16237,16238,2016-02-17T00:00:00.000Z,Robbery,604,101,1
16238,16239,2016-02-17T00:00:00.000Z,Absconder (Custody Order),701,Court,0
16239,16240,2016-02-17T00:00:00.000Z,Theft Second Degree (theft From Building),702,704,7
16240,16241,2016-02-17T00:00:00.000Z,Metro - Fail To Pay Fare,703,703,7
16241,16242,2016-02-17T00:00:00.000Z,Failure To Appear (USAO),708,Court,0
16242,16243,2016-02-17T00:00:00.000Z,Robbery,Unk,607,6
16243,16244,2016-02-18T00:00:00.000Z,Unauthorized Use Of A Vehicle,Out of State,506,5
16244,16245,2016-02-18T00:00:00.000Z,Simple Assault,402,308,3
16245,16246,2016-02-18T00:00:00.000Z,Threats To Do Bodily Harm -misd,406,507,5
16246,16247,2016-02-18T00:00:00.000Z,Simple Assault,502,501,5
16247,16248,2016-02-18T00:00:00.000Z,Simple Assault,502,501,5
16248,16249,2016-02-18T00:00:00.000Z,Aggravated Assault,503,501,5
16249,16250,2016-02-18T00:00:00.000Z,Simple Assault,504,501,5
16250,16251,2016-02-18T00:00:00.000Z,Robbery,505,504,5
16251,16252,2016-02-18T00:00:00.000Z,Possession Of Unregistered Ammunition,505,505,5
16252,16253,2016-02-18T00:00:00.000Z,Metro - Fail To Pay Fare,505,405,4
16253,16254,2016-02-18T00:00:00.000Z,Simple Assault,507,707,7
16254,16255,2016-02-18T00:00:00.000Z,Absconder (Custody Order),601,Court,0
16255,16256,2016-02-18T00:00:00.000Z,Possession Of Unregistered Ammunition,602,505,5
16256,16257,2016-02-18T00:00:00.000Z,Possession Of Unregistered Ammunition,608,505,5
16257,16258,2016-02-18T00:00:00.000Z,Assault On A Police Officer (simple Assault),608,District,0
16258,16259,2016-02-18T00:00:00.000Z,Robbery,702,105,1
16259,16260,2016-02-18T00:00:00.000Z,Robbery,704,105,1
16260,16261,2016-02-18T00:00:00.000Z,Assault With A Dangerous Weapon,706,308,3
16261,16262,2016-02-18T00:00:00.000Z,Robbery,706,708,7
16262,16263,2016-02-18T00:00:00.000Z,Robbery,706,708,7
16263,16264,2016-02-18T00:00:00.000Z,Absconder (Custody Order),706,Court,0
16264,16265,2016-02-18T00:00:00.000Z,Simple Assault,Unk,507,5
16265,16266,2016-02-18T00:00:00.000Z,Destruction Of Property Less Than $1000,Unk,507,5
16266,16267,2016-02-19T00:00:00.000Z,Simple Assault,106,106,1
16267,16268,2016-02-19T00:00:00.000Z,Failure To Appear (OAG),407,Court,0
16268,16269,2016-02-19T00:00:00.000Z,Assault On A Police Officer (simple Assault),502,504,5
16269,16270,2016-02-19T00:00:00.000Z,Assault On A Police Officer (simple Assault),605,605,6
16270,16271,2016-02-19T00:00:00.000Z,Robbery,608,602,6
16271,16272,2016-02-20T00:00:00.000Z,Destruction Of Property Less Than $1000,Out of State,708,7
16272,16273,2016-02-20T00:00:00.000Z,Simple Assault,308,308,3
16273,16274,2016-02-20T00:00:00.000Z,Assault On A Police Officer (simple Assault),407,304,3
16274,16275,2016-02-20T00:00:00.000Z,Assault With Significant Bodily Injury,704,702,7
16275,16276,2016-02-20T00:00:00.000Z,Simple Assault,706,603,6
16276,16277,2016-02-20T00:00:00.000Z,Simple Assault,Unk,103,1
16277,16278,2016-02-21T00:00:00.000Z,Simple Assault,105,107,1
16278,16279,2016-02-21T00:00:00.000Z,Simple Assault,304,208,2
16279,16280,2016-02-21T00:00:00.000Z,Unlawful Entry,505,602,6
16280,16281,2016-02-21T00:00:00.000Z,Destruction Of Property Less Than $1000,601,601,6
16281,16282,2016-02-21T00:00:00.000Z,Simple Assault,602,303,3
16282,16283,2016-02-21T00:00:00.000Z,Unlawful Entry,602,602,6
16283,16284,2016-02-21T00:00:00.000Z,Assault On A Police Officer (simple Assault),603,602,6
16284,16285,2016-02-21T00:00:00.000Z,Simple Assault,704,704,7
16285,16286,2016-02-21T00:00:00.000Z,Absconder (Custody Order),706,303,3
16286,16287,2016-02-21T00:00:00.000Z,Simple Assault,Unk,602,6
16287,16288,2016-02-21T00:00:00.000Z,Simple Assault,Unk,103,1
16288,16289,2016-02-22T00:00:00.000Z,Absconder (Custody Order),108,507,5
16289,16290,2016-02-22T00:00:00.000Z,Robbery,304,101,1
16290,16291,2016-02-22T00:00:00.000Z,Robbery,502,105,1
16291,16292,2016-02-22T00:00:00.000Z,Simple Assault,502,107,1
16292,16293,2016-02-22T00:00:00.000Z,Absconder (Custody Order),507,Court,0
16293,16294,2016-02-22T00:00:00.000Z,Simple Assault,601,604,6
16295,16296,2016-02-22T00:00:00.000Z,Consumption of marijuana in public space prohibited; impairment prohibited,602,302,3
16296,16297,2016-02-22T00:00:00.000Z,Consumption of marijuana in public space prohibited; impairment prohibited,602,302,3
16297,16298,2016-02-22T00:00:00.000Z,Absconder (Custody Order),608,602,6
16298,16299,2016-02-22T00:00:00.000Z,Assault On A Police Officer (simple Assault),701,105,1
16299,16300,2016-02-22T00:00:00.000Z,Simple Assault,703,405,4
16300,16301,2016-02-22T00:00:00.000Z,Failure To Appear (OAG),703,Court,0
16301,16302,2016-02-22T00:00:00.000Z,Absconder (Custody Order),708,Court,0
16302,16303,2016-02-22T00:00:00.000Z,Simple Assault,Unk,105,1
16303,16304,2016-02-22T00:00:00.000Z,Aggravated Assault,Unk,101,1
16304,16305,2016-02-23T00:00:00.000Z,Custody Order (Pre-Petition),107,504,5
16305,16306,2016-02-23T00:00:00.000Z,Absconder (Custody Order),308,Court,0
16306,16307,2016-02-23T00:00:00.000Z,Custody Order (Pre-Petition),502,504,5
16307,16308,2016-02-23T00:00:00.000Z,Custody Order (Pre-Petition),504,Court,0
16308,16309,2016-02-23T00:00:00.000Z,Absconder (Custody Order),601,601,6
16309,16310,2016-02-23T00:00:00.000Z,Assault W/i To Kill,603,703,7
16310,16311,2016-02-23T00:00:00.000Z,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,603,602,6
16311,16312,2016-02-23T00:00:00.000Z,Absconder (Custody Order),603,District,0
16312,16313,2016-02-23T00:00:00.000Z,Metro - Fail To Pay Fare,604,703,7
16313,16314,2016-02-23T00:00:00.000Z,Assault On A Police Officer (simple Assault),702,703,7
16314,16315,2016-02-23T00:00:00.000Z,Simple Assault,704,704,7
16315,16316,2016-02-23T00:00:00.000Z,Simple Assault,705,705,7
16316,16317,2016-02-23T00:00:00.000Z,Robbery,705,707,7
16317,16318,2016-02-23T00:00:00.000Z,Theft Second Degree (all Other Larceny),705,708,7
16318,16319,2016-02-23T00:00:00.000Z,Absconder (Custody Order),706,105,1
16319,16320,2016-02-23T00:00:00.000Z,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,706,708,7
16320,16321,2016-02-23T00:00:00.000Z,Absconder (Custody Order),708,Court,0
16321,16322,2016-02-24T00:00:00.000Z,Simple Assault,605,108,1
16322,16323,2016-02-24T00:00:00.000Z,Failure To Appear (OAG),702,Court,0
16323,16324,2016-02-24T00:00:00.000Z,Simple Assault,Unk,108,1
16324,16325,2016-02-25T00:00:00.000Z,Simple Assault,502,306,3
16325,16326,2016-02-25T00:00:00.000Z,Simple Assault,601,608,6
16326,16327,2016-02-25T00:00:00.000Z,Simple Assault,601,608,6
16327,16328,2016-02-25T00:00:00.000Z,Simple Assault,603,603,6
16328,16329,2016-02-25T00:00:00.000Z,Shoplifting,607,107,1
16330,16331,2016-02-25T00:00:00.000Z,Simple Assault,608,608,6
16331,16332,2016-02-25T00:00:00.000Z,Assault With A Dangerous Weapon,703,603,6
16332,16333,2016-02-25T00:00:00.000Z,Simple Assault,708,603,6
16333,16334,2016-02-26T00:00:00.000Z,Robbery,Out of State,703,7
16334,16335,2016-02-26T00:00:00.000Z,Unlawful Entry,105,202,2
16335,16336,2016-02-26T00:00:00.000Z,Absconder (Custody Order),302,Court,0
16336,16337,2016-02-26T00:00:00.000Z,Destruction Of Property Less Than $1000,401,401,4
16337,16338,2016-02-26T00:00:00.000Z,Theft Second Degree (all Other Larceny),404,202,2
16338,16339,2016-02-26T00:00:00.000Z,Assault With A Dangerous Weapon,408,202,2
16339,16340,2016-02-26T00:00:00.000Z,Absconder (Custody Order),502,Court,0
16340,16341,2016-02-26T00:00:00.000Z,Absconder (Custody Order),507,Court,0
16341,16342,2016-02-26T00:00:00.000Z,Possession Of Drug Paraphernalia,602,604,6
16342,16343,2016-02-26T00:00:00.000Z,Absconder (Custody Order),702,Court,0
16343,16344,2016-02-26T00:00:00.000Z,Robbery,703,703,7
16344,16345,2016-02-26T00:00:00.000Z,Robbery,703,107,1
16345,16346,2016-02-26T00:00:00.000Z,Simple Assault,703,405,4
16346,16347,2016-02-26T00:00:00.000Z,Assault W/i To Commit Robbery (simple Assault),704,704,7
16347,16348,2016-02-26T00:00:00.000Z,Failure To Appear (OAG),706,706,7
16348,16349,2016-02-26T00:00:00.000Z,Absconder (Custody Order),706,District,0
16350,16351,2016-02-26T00:00:00.000Z,Robbery,Unk,107,1
16351,16352,2016-02-26T00:00:00.000Z,Robbery,Unk,107,1
16352,16353,2016-02-27T00:00:00.000Z,Robbery,Out of State,305,3
16353,16354,2016-02-27T00:00:00.000Z,Simple Assault,Out of State,604,6
16354,16355,2016-02-27T00:00:00.000Z,Simple Assault,302,604,6
16355,16356,2016-02-27T00:00:00.000Z,No Permit,407,404,4
16356,16357,2016-02-27T00:00:00.000Z,Theft First Degree (Stolen Auto),407,404,4
16357,16358,2016-02-27T00:00:00.000Z,Assault W/i To Commit Robbery (simple Assault),506,103,1
16358,16359,2016-02-27T00:00:00.000Z,Assault With A Dangerous Weapon,604,604,6
16359,16360,2016-02-27T00:00:00.000Z,Robbery,703,607,6
16360,16361,2016-02-27T00:00:00.000Z,Cruelty To Children,705,705,7
16361,16362,2016-02-28T00:00:00.000Z,No Permit,Out of State,303,3
16362,16363,2016-02-28T00:00:00.000Z,Poss W/i To Dist A Controlled Substance,Out of State,303,3
16363,16364,2016-02-28T00:00:00.000Z,Simple Assault,402,402,4
16364,16365,2016-02-28T00:00:00.000Z,Assault W/i To Commit Robbery (simple Assault),507,505,5
16365,16366,2016-02-28T00:00:00.000Z,Simple Assault,602,602,6
16366,16367,2016-02-28T00:00:00.000Z,Assault On A Police Officer (simple Assault),608,706,7
16367,16368,2016-02-28T00:00:00.000Z,Failure To Appear (OAG),702,Court,0
16368,16369,2016-02-28T00:00:00.000Z,Fraud 2nd Degree (misd),708,703,7
16369,16370,2016-02-28T00:00:00.000Z,Poss Implements Of Crime,603,602,6
16370,16371,2016-02-28T00:00:00.000Z,Absconder (Custody Order),Unk,106,1
16371,16372,2016-02-29T00:00:00.000Z,While Committing Or Attempting To Commit A Robbery,Out of State,302,3
16372,16373,2016-02-29T00:00:00.000Z,While Committing Or Attempting To Commit A Robbery,405,302,3
16373,16374,2016-02-29T00:00:00.000Z,Custody Order (Pre-Petition),501,Court,0
16374,16375,2016-02-29T00:00:00.000Z,Assault With A Dangerous Weapon,602,608,6
16375,16376,2016-02-29T00:00:00.000Z,Robbery,607,602,6
16376,16377,2016-02-29T00:00:00.000Z,Destruction Of Property Less Than $1000,706,706,7
16377,16378,2016-03-01T00:00:00.000Z,Metro - Fail To Pay Fare,106,703,7
16378,16379,2016-03-01T00:00:00.000Z,Assault On A Police Officer (simple Assault),106,107,1
16379,16380,2016-03-01T00:00:00.000Z,Robbery,307,105,1
16380,16381,2016-03-01T00:00:00.000Z,Absconder (Custody Order),308,District,0
16381,16382,2016-03-01T00:00:00.000Z,Robbery,507,507,5
16382,16383,2016-03-01T00:00:00.000Z,Robbery,507,507,5
16383,16384,2016-03-01T00:00:00.000Z,Robbery,507,507,5
16384,16385,2016-03-01T00:00:00.000Z,Robbery,507,507,5
16385,16386,2016-03-01T00:00:00.000Z,Absconder (Custody Order),602,602,6
16386,16387,2016-03-01T00:00:00.000Z,Absconder (Custody Order),604,604,6
16387,16388,2016-03-01T00:00:00.000Z,Aggravated Assault,604,608,6
16388,16389,2016-03-01T00:00:00.000Z,Absconder (Custody Order),702,702,7
16389,16390,2016-03-01T00:00:00.000Z,Assault With A Dangerous Weapon,702,202,2
16390,16391,2016-03-01T00:00:00.000Z,Poss Prohibited Weapon -other,702,107,1
16391,16392,2016-03-01T00:00:00.000Z,Absconder (Custody Order),704,704,7
16392,16393,2016-03-01T00:00:00.000Z,Assault On A Police Officer (simple Assault),706,107,1
16393,16394,2016-03-01T00:00:00.000Z,Absconder (Custody Order),707,Court,0
16394,16395,2016-03-01T00:00:00.000Z,Simple Assault,708,707,7
16395,16396,2016-03-02T00:00:00.000Z,Metro - Fail To Pay Fare,Out of State,703,7
16396,16397,2016-03-02T00:00:00.000Z,Theft Second Degree (theft From Building),106,104,1
16397,16398,2016-03-02T00:00:00.000Z,Robbery,505,504,5
16398,16399,2016-03-02T00:00:00.000Z,Simple Assault,608,608,6
16399,16400,2016-03-02T00:00:00.000Z,Destruction Of Property Less Than $1000,702,702,7
16400,16401,2016-03-02T00:00:00.000Z,Fugitive From Justice,702,Court,0
16401,16402,2016-03-02T00:00:00.000Z,Simple Assault,705,707,7
16402,16403,2016-03-02T00:00:00.000Z,Threats To Do Bodily Harm -misd,Unk,602,6
16403,16404,2016-03-03T00:00:00.000Z,Robbery,Out of State,703,7
16404,16405,2016-03-03T00:00:00.000Z,Aggravated Assault,Out of State,101,1
16405,16406,2016-03-03T00:00:00.000Z,Unlawful Possession Of A Firearm,104,407,4
16406,16407,2016-03-03T00:00:00.000Z,Disorderly Conduct - Cause Unreason Fear (intimidation),401,404,4
16407,16408,2016-03-03T00:00:00.000Z,Custody Order (Pre-Petition),403,502,5
16408,16409,2016-03-03T00:00:00.000Z,Robbery,502,502,5
16409,16410,2016-03-03T00:00:00.000Z,Simple Assault,503,503,5
16410,16411,2016-03-03T00:00:00.000Z,Custody Order (Pre-Petition),604,502,5
16411,16412,2016-03-03T00:00:00.000Z,Aggravated Assault,605,101,1
16412,16413,2016-03-03T00:00:00.000Z,Absconder (Custody Order),607,607,6
16413,16414,2016-03-03T00:00:00.000Z,Destruction Of Property Less Than $1000,607,607,6
16414,16415,2016-03-03T00:00:00.000Z,Carry Pistol (misd),702,702,7
16415,16416,2016-03-04T00:00:00.000Z,Fugitive From Justice,Out of State,Court,0
16416,16417,2016-03-04T00:00:00.000Z,Escape From Dyrs,104,Court,0
16417,16418,2016-03-04T00:00:00.000Z,Assault With A Dangerous Weapon,207,506,5
16418,16419,2016-03-04T00:00:00.000Z,Assault On A Police Officer (simple Assault),304,302,3
16419,16420,2016-03-04T00:00:00.000Z,Assault With A Dangerous Weapon,604,706,7
16420,16421,2016-03-04T00:00:00.000Z,Destruction Of Property Less Than $1000,705,705,7
16421,16422,2016-03-05T00:00:00.000Z,Theft Second Degree - Felony (all Other Larceny),302,206,2
16422,16423,2016-03-05T00:00:00.000Z,Assault With A Dangerous Weapon,303,408,4
16423,16424,2016-03-05T00:00:00.000Z,Assault With A Dangerous Weapon,501,408,4
16424,16425,2016-03-05T00:00:00.000Z,Absconder (Custody Order),706,Court,0
16425,16426,2016-03-06T00:00:00.000Z,Unauthorized Use Of A Vehicle,505,505,5
16426,16427,2016-03-06T00:00:00.000Z,Unauthorized Use Of A Vehicle,505,505,5
16427,16428,2016-03-06T00:00:00.000Z,Affray,507,402,4
16428,16429,2016-03-06T00:00:00.000Z,Simple Assault,605,402,4
16429,16430,2016-03-06T00:00:00.000Z,Affray,607,402,4
16430,16431,2016-03-06T00:00:00.000Z,Unauthorized Use Of A Vehicle,701,505,5
16431,16432,2016-03-06T00:00:00.000Z,Unauthorized Use Of A Vehicle,702,505,5
16432,16433,2016-03-06T00:00:00.000Z,Absconder (Custody Order),702,702,7
16433,16434,2016-03-07T00:00:00.000Z,Theft Second Degree (all Other Larceny),106,102,1
16434,16435,2016-03-07T00:00:00.000Z,Absconder (Custody Order),402,403,4
16435,16436,2016-03-07T00:00:00.000Z,Assault On A Police Officer (simple Assault),501,305,3
16436,16437,2016-03-07T00:00:00.000Z,Poss W/i To Dist Marijuana-misd,603,605,6
16437,16438,2016-03-07T00:00:00.000Z,Simple Assault,604,704,7
16438,16439,2016-03-07T00:00:00.000Z,Possession Of Bb Gun,604,604,6
16439,16440,2016-03-07T00:00:00.000Z,Threats To Do Bodily Harm -misd,701,306,3
16440,16441,2016-03-07T00:00:00.000Z,Fugitive From Justice,702,Court,0
16441,16442,2016-03-07T00:00:00.000Z,Disorderly Conduct,705,108,1
16442,16443,2016-03-08T00:00:00.000Z,Theft Second Degree (theft From Building),Out of State,206,2
16443,16444,2016-03-08T00:00:00.000Z,Fugitive From Justice,507,Court,0
16444,16445,2016-03-08T00:00:00.000Z,Absconder (Custody Order),105,105,1
16445,16446,2016-03-08T00:00:00.000Z,Attempt To Commit Robbery,501,501,5
16446,16447,2016-03-08T00:00:00.000Z,Carrying Dangerous Weapon (Outside Home or Place of Business) 2015,501,403,4
16447,16448,2016-03-08T00:00:00.000Z,Simple Assault,502,704,7
16448,16449,2016-03-08T00:00:00.000Z,Assault With A Dangerous Weapon,506,605,6
16449,16450,2016-03-08T00:00:00.000Z,Failure To Appear (USAO),601,Court,0
16450,16451,2016-03-08T00:00:00.000Z,Absconder (Custody Order),606,Court,0
16451,16452,2016-03-08T00:00:00.000Z,Fugitive From Justice,702,Court,0
16452,16453,2016-03-08T00:00:00.000Z,Absconder (Custody Order),706,706,7
16453,16454,2016-03-08T00:00:00.000Z,Assault On A Police Officer (simple Assault),Unk,102,1
16454,16455,2016-03-09T00:00:00.000Z,Burglary One,Out of State,701,7
16455,16456,2016-03-09T00:00:00.000Z,Absconder (Custody Order),104,104,1
16456,16457,2016-03-09T00:00:00.000Z,Probation Violation (Warrant),302,409,4
16457,16458,2016-03-09T00:00:00.000Z,Poss Prohibited Weapon,506,602,6
16458,16459,2016-03-09T00:00:00.000Z,Custody Order (Pre-Petition),604,501,5
16459,16460,2016-03-09T00:00:00.000Z,Failure To Appear (USAO),706,Court,0
16460,16461,2016-03-09T00:00:00.000Z,Receiving Stolen Property,708,703,7
16461,16462,2016-03-09T00:00:00.000Z,Simple Assault,Unk,104,1
16462,16463,2016-03-09T00:00:00.000Z,Simple Assault,Unk,106,1
16463,16464,2016-03-10T00:00:00.000Z,Assault With Significant Bodily Injury,Out of State,202,2
16464,16465,2016-03-10T00:00:00.000Z,Riot Act -misd,403,302,3
16465,16466,2016-03-10T00:00:00.000Z,Absconder (Custody Order),404,District,0
16466,16467,2016-03-10T00:00:00.000Z,Theft Second Degree (theft From Motor Vehicle),409,305,3
16467,16468,2016-03-10T00:00:00.000Z,Robbery,507,507,5
16468,16469,2016-03-10T00:00:00.000Z,Robbery,507,507,5
16469,16470,2016-03-10T00:00:00.000Z,Absconder (Custody Order),601,Court,0
16470,16471,2016-03-10T00:00:00.000Z,Theft Second Degree (theft From Building),602,505,5
16471,16472,2016-03-10T00:00:00.000Z,Theft Second Degree (theft From Building),703,206,2
16472,16473,2016-03-10T00:00:00.000Z,Absconder (Custody Order),705,Court,0
16473,16474,2016-03-10T00:00:00.000Z,Failure To Appear (OAG),708,Court,0
16474,16475,2016-03-10T00:00:00.000Z,Absconder (Custody Order),602,Court,0
16475,16476,2016-03-10T00:00:00.000Z,Absconder (Custody Order),Unk,Court,0
16476,16477,2016-03-11T00:00:00.000Z,Robbery,Out of State,406,4
16477,16478,2016-03-11T00:00:00.000Z,Assault On A Police Officer (simple Assault),Out of State,202,2
16478,16479,2016-03-11T00:00:00.000Z,Failure To Appear (USAO),104,701,7
16479,16480,2016-03-11T00:00:00.000Z,Robbery,105,105,1
16480,16481,2016-03-11T00:00:00.000Z,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,106,106,1
16481,16482,2016-03-11T00:00:00.000Z,Robbery,304,705,7
16482,16483,2016-03-11T00:00:00.000Z,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,402,407,4
16483,16484,2016-03-11T00:00:00.000Z,Theft Second Degree (all Other Larceny),403,507,5
16484,16485,2016-03-11T00:00:00.000Z,Theft Second Degree (theft From Motor Vehicle),409,305,3
16485,16486,2016-03-11T00:00:00.000Z,Simple Assault,506,506,5
16486,16487,2016-03-11T00:00:00.000Z,Simple Assault,506,605,6
16487,16488,2016-03-11T00:00:00.000Z,Assault On A Police Officer (simple Assault),605,102,1
